"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","vagrant"
"Cmdline:","dstat -Tclmdrn --wifi --output dstat.log",,,,"Date:","12 Oct 2013 10:17:27 CEST"

"epoch";"total cpu usage";;;;;;;"load avg";;;"memory usage";;;;"dsk/total";;"io/total";;"net/total";
1381603012.330;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;16384;0;4;120;556
1381603013.327;0;1;99;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;470
1381603014.328;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603015.327;1;0;99;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603016.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603017.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;16384;0;4;60;454
1381603018.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;470
1381603019.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;120;556
1381603020.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603021.326;0;0.990;99.010;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603022.327;1;0;99;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603023.329;0;0;99.010;0.990;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;16384;0;4;120;556
1381603024.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;470
1381603025.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603026.328;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603027.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603028.327;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;16384;0;4;60;454
1381603029.327;0.980;0.980;98.039;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;470
1381603030.330;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603031.329;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603032.329;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603033.330;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;0;0;0;60;454
1381603034.328;0;0;100;0;0;0;0;0;0;0;77340672;81469440;148566016;737816576;0;16384;0;4;120;556
1381603035.328;1.010;0;98.990;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;8192;0;2;60;470
1381603036.329;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603037.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603038.328;0;1;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603039.328;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;60;454
1381603040.328;0;0;99;0;1;0;0;0;0;0;77336576;81469440;148570112;737816576;0;4096;0;1;60;470
1381603041.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603042.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603043.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603044.327;0.990;0;99.010;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;120;1292
1381603045.327;0;1.020;98.980;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;24576;0;4;120;556
1381603046.351;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603047.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603048.328;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;120;556
1381603049.329;0;1.010;98.990;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603050.327;0;0;98.990;1.010;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;60;454
1381603051.335;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;120;572
1381603052.350;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603053.330;1.031;0;98.969;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603054.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603055.332;1;1;98;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;120;556
1381603056.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;120;556
1381603057.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603058.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603059.329;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603060.327;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603061.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;120;556
1381603062.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603063.329;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603064.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603065.328;0.990;0;99.010;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;120;556
1381603066.327;0;0;98.990;0;0;1.010;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;120;556
1381603067.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603068.327;0;1;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603069.328;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603070.329;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;12288;0;3;60;454
1381603071.329;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603072.329;0;1.010;98.990;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;120;556
1381603073.327;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603074.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603075.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603076.327;0;1;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603077.332;1;0;99;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;16384;0;4;60;454
1381603078.328;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;470
1381603079.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603080.327;0;0;100;0;0;0;0;0;0;0;77336576;81469440;148570112;737816576;0;0;0;0;60;454
1381603081.328;1;0;99;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603082.328;0;1.010;98.990;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603083.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;16384;0;4;60;454
1381603084.327;1;0;99;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603085.326;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603086.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603087.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;120;556
1381603088.327;0.990;0.990;98.020;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603089.329;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;12288;0;3;60;454
1381603090.329;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603091.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603092.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603093.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603094.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603095.328;0.990;0;97.030;1.980;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;12288;0;3;60;454
1381603096.329;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603097.330;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603098.328;0;1;99;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603099.327;1.010;0;98.990;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603100.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603101.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;12288;0;3;120;556
1381603102.329;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603103.327;1.010;0;98.990;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603104.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603105.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;4096;0;1;60;454
1381603106.328;1;1;98;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;24576;0;4;120;572
1381603107.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603108.328;0;0;99;0;1;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603109.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603110.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;8192;0;2;60;454
1381603111.328;0;1;99;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;120;572
1381603112.329;0.990;0;99.010;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;16384;0;4;60;1190
1381603113.328;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603114.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603115.327;0.990;0;99.010;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603116.327;0;0;99;0;0;1;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;120;556
1381603117.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;16384;0;4;60;454
1381603118.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;120;572
1381603119.328;0.980;0.980;98.039;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603120.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603121.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603122.327;1.010;0;98.990;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;454
1381603123.328;0;0;99;1;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;16384;0;4;120;556
1381603124.327;0;0;100;0;0;0;0;0;0;0;77332480;81469440;148574208;737816576;0;0;0;0;60;470
1381603125.331;0;1;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603126.327;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603127.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603128.332;0;0;98.990;1.010;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;60;454
1381603129.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603130.326;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603131.329;0.990;0;99.010;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;120;556
1381603132.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603133.329;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603134.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;12288;0;3;60;454
1381603135.328;1;1;98;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;4096;0;1;60;470
1381603136.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603137.327;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603138.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603139.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603140.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;24576;0;5;222;610
1381603141.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603142.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603143.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603144.327;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603145.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;120;556
1381603146.327;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;120;556
1381603147.327;0;1;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603148.329;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603149.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603150.328;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;8192;0;2;60;454
1381603151.329;0;0;99;0;0;1;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;60;470
1381603152.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603153.329;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603154.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603155.328;0;1;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;120;556
1381603156.329;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603157.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;60;454
1381603158.327;0;0;99;0;1;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603159.327;0.990;0;99.010;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603160.327;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603161.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603162.329;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603163.332;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;120;556
1381603164.327;1;0;99;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603165.328;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;4096;0;1;60;454
1381603166.329;0;1.010;98.990;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;470
1381603167.329;0;0;100;0;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;0;0;0;60;454
1381603168.327;1;0;98;1;0;0;0;0;0;0;77328384;81469440;148578304;737816576;0;16384;0;4;120;556
1381603169.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603170.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603171.329;0.990;0.990;98.020;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603172.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603173.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;16384;0;4;60;454
1381603174.327;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603175.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603176.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603177.327;0.990;0.990;98.020;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603178.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;556
1381603179.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;12288;0;3;60;556
1381603180.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;1206
1381603181.329;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603182.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;556
1381603183.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603184.327;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603185.330;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;16384;0;4;60;454
1381603186.331;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;572
1381603187.329;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603188.328;1.010;0;98.990;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603189.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603190.328;0.990;0.990;98.020;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;556
1381603191.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;12288;0;4;60;454
1381603192.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603193.330;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603194.329;1.010;0;98.990;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603195.327;0;1.010;98.990;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;556
1381603196.330;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;556
1381603197.329;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;12288;0;3;120;556
1381603198.327;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603199.332;0;0.990;99.010;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603200.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;4096;0;1;60;454
1381603201.328;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603202.334;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;24576;0;4;60;454
1381603203.332;1.010;0;98.990;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;470
1381603204.328;0;1.020;98.980;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603205.328;1;0;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603206.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603207.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603208.333;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;16384;0;4;60;454
1381603209.327;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;120;572
1381603210.328;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603211.327;0;1;99;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603212.329;0;0;100;0;0;0;0;0;0;0;77324288;81469440;148582400;737816576;0;0;0;0;60;454
1381603213.327;0.990;0;99.010;0;0;0;0;0;0;0;77320192;81469440;148586496;737816576;0;0;0;0;120;556
1381603214.328;0;0;100;0;0;0;0;0;0;0;77320192;81469440;148586496;737816576;0;16384;0;4;60;454
1381603215.327;0;0;100;0;0;0;0;0;0;0;77320192;81469440;148586496;737816576;0;0;0;0;60;470
1381603216.328;0;0;100;0;0;0;0;0;0;0;77320192;81469440;148586496;737816576;0;0;0;0;60;454
1381603217.329;0;0;100;0;0;0;0;0;0;0;77320192;81469440;148586496;737816576;0;0;0;0;60;454
